[2015-05-24 12:50:02] Loader validated at [191,86,1285] in the overworld, owner=<server>, #chunks=9
[2015-05-24 12:50:02] Loader validated at [191,86,1280] in the overworld, owner=<server>, #chunks=9
[2015-05-24 12:50:02] Loader validated at [191,86,1292] in the overworld, owner=<server>, #chunks=9
[2015-05-24 12:50:02] Loader validated at [176,81,1253] in the overworld, owner=<server>, #chunks=49
[2015-05-24 12:50:02] Loader validated at [204,84,1294] in the overworld, owner=<server>, #chunks=25
[2015-05-24 12:50:02] Loader validated at [197,86,1291] in the overworld, owner=<server>, #chunks=49
[2015-05-24 12:50:02] Loader validated at [202,81,1280] in the overworld, owner=<server>, #chunks=49
[2015-05-24 12:50:02] Loader validated at [219,87,1263] in the overworld, owner=<server>, #chunks=9
[2015-05-24 12:50:02] Loader validated at [191,86,1296] in the overworld, owner=<server>, #chunks=1
[2015-05-24 14:46:03] Loader added at [-421,127,552] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 14:46:03] Loader removed (chunks will stay loaded for one second) at [-421,127,552] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 14:46:03] Loader added at [-421,127,552] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 14:46:03] Loader validated at [-421,127,552] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 14:46:03] Loader removed (chunks will stay loaded for one second) at [-421,127,552] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 14:46:03] Loader added at [-421,127,552] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 14:47:25] Loader removed (chunks will stay loaded for one second) at [-421,127,552] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 14:47:25] Loader added at [-421,127,552] in the overworld, owner=SketchBox, #chunks=9
[2015-05-24 14:47:25] Loader removed (chunks will stay loaded for one second) at [-421,127,552] in the overworld, owner=SketchBox, #chunks=9
[2015-05-24 14:47:25] Loader added at [-421,127,552] in the overworld, owner=SketchBox, #chunks=25
[2015-05-24 15:05:01] Loader removed (chunks will stay loaded for one second) at [-421,127,552] in the overworld, owner=SketchBox, #chunks=25
[2015-05-24 15:05:01] Loader invalidated/removed at [-421,127,552] in the overworld, owner=SketchBox, #chunks=25
[2015-05-24 15:05:01] Loader removed by SketchBox at [-421,127,552] in the overworld, owner=SketchBox, #chunks=25
[2015-05-24 15:09:02] Loader added at [-410,96,1047] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 15:09:02] Loader removed (chunks will stay loaded for one second) at [-410,96,1047] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 15:09:02] Loader added at [-410,96,1047] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 15:09:02] Loader validated at [-410,96,1047] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 15:09:02] Loader removed (chunks will stay loaded for one second) at [-410,96,1047] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 15:09:02] Loader added at [-410,96,1047] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 15:09:04] Loader removed (chunks will stay loaded for one second) at [-410,96,1047] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 15:09:04] Loader added at [-410,96,1047] in the overworld, owner=SketchBox, #chunks=9
[2015-05-24 15:09:04] Loader removed (chunks will stay loaded for one second) at [-410,96,1047] in the overworld, owner=SketchBox, #chunks=9
[2015-05-24 15:09:04] Loader added at [-410,96,1047] in the overworld, owner=SketchBox, #chunks=25
[2015-05-24 15:57:11] Loader removed (chunks will stay loaded for one second) at [235,85,1265] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 15:57:11] Loader added at [235,85,1265] in the overworld, owner=SketchBox, #chunks=9
[2015-05-24 15:57:16] Loader removed (chunks will stay loaded for one second) at [236,85,1276] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 15:57:16] Loader added at [236,85,1276] in the overworld, owner=SketchBox, #chunks=9
[2015-05-24 15:57:20] Loader removed (chunks will stay loaded for one second) at [235,85,1287] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 15:57:20] Loader added at [235,85,1287] in the overworld, owner=SketchBox, #chunks=9
[2015-05-24 15:57:24] Loader removed (chunks will stay loaded for one second) at [248,86,1287] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 15:57:24] Loader added at [248,86,1287] in the overworld, owner=SketchBox, #chunks=9
[2015-05-24 17:57:35] Loader removed (chunks will stay loaded for one second) at [-410,96,1047] in the overworld, owner=SketchBox, #chunks=25
[2015-05-24 17:57:35] Loader invalidated/removed at [-410,96,1047] in the overworld, owner=SketchBox, #chunks=25
[2015-05-24 17:57:35] Loader removed by SketchBox at [-410,96,1047] in the overworld, owner=SketchBox, #chunks=25
[2015-05-25 14:40:46] Loader added at [-44,107,821] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-25 14:40:46] Loader removed (chunks will stay loaded for one second) at [-44,107,821] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-25 14:40:46] Loader added at [-44,107,821] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-25 14:40:46] Loader validated at [-44,107,821] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-25 14:40:46] Loader removed (chunks will stay loaded for one second) at [-44,107,821] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-25 14:40:46] Loader added at [-44,107,821] in the overworld, owner=SketchBox, #chunks=1
[2015-05-25 14:40:47] Loader removed (chunks will stay loaded for one second) at [-44,107,821] in the overworld, owner=SketchBox, #chunks=1
[2015-05-25 14:40:47] Loader added at [-44,107,821] in the overworld, owner=SketchBox, #chunks=9
[2015-05-25 14:40:48] Loader removed (chunks will stay loaded for one second) at [-44,107,821] in the overworld, owner=SketchBox, #chunks=9
[2015-05-25 14:40:48] Loader added at [-44,107,821] in the overworld, owner=SketchBox, #chunks=25
[2015-05-25 14:40:49] Loader removed (chunks will stay loaded for one second) at [-44,107,821] in the overworld, owner=SketchBox, #chunks=25
[2015-05-25 14:40:49] Loader added at [-44,107,821] in the overworld, owner=SketchBox, #chunks=9
[2015-05-25 17:32:03] Loader removed (chunks will stay loaded for one second) at [-44,107,821] in the overworld, owner=SketchBox, #chunks=9
[2015-05-25 17:32:03] Loader invalidated/removed at [-44,107,821] in the overworld, owner=SketchBox, #chunks=9
[2015-05-25 17:32:03] Loader removed by SketchBox at [-44,107,821] in the overworld, owner=SketchBox, #chunks=9
[2015-05-25 17:33:23] Loader added at [10,107,634] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-25 17:33:23] Loader removed (chunks will stay loaded for one second) at [10,107,634] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-25 17:33:23] Loader added at [10,107,634] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-25 17:33:23] Loader validated at [10,107,634] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-25 17:33:23] Loader removed (chunks will stay loaded for one second) at [10,107,634] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-25 17:33:23] Loader added at [10,107,634] in the overworld, owner=SketchBox, #chunks=1
[2015-05-25 17:33:24] Loader removed (chunks will stay loaded for one second) at [10,107,634] in the overworld, owner=SketchBox, #chunks=1
[2015-05-25 17:33:24] Loader added at [10,107,634] in the overworld, owner=SketchBox, #chunks=9
[2015-05-26 18:40:49] Log opened
[2015-05-26 18:40:55] Loaded world info for the overworld
[2015-05-26 18:40:55] Loader validated at [-431,165,757] in the overworld, owner=<server>, #chunks=9
[2015-05-26 18:40:55] Loader validated at [-408,165,742] in the overworld, owner=<server>, #chunks=9
[2015-05-26 18:40:55] Loader validated at [-401,165,764] in the overworld, owner=Gr8Gildersleeve, #chunks=1
[2015-05-26 18:40:55] Loader validated at [-411,165,754] in the overworld, owner=<server>, #chunks=1
[2015-05-26 18:40:56] Loader validated at [-399,61,740] in the overworld, owner=<server>, #chunks=9
[2015-05-26 18:40:57] Loader validated at [-434,165,731] in the overworld, owner=<server>, #chunks=9
[2015-05-26 18:40:58] Loader validated at [229,86,1277] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-26 18:40:58] Loader validated at [229,86,1271] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-26 18:40:58] Loader validated at [236,85,1276] in the overworld, owner=SketchBox, #chunks=9
[2015-05-26 18:40:58] Loader validated at [235,85,1265] in the overworld, owner=SketchBox, #chunks=9
[2015-05-26 18:40:58] Loader validated at [236,85,1253] in the overworld, owner=SketchBox, #chunks=1
[2015-05-26 18:40:58] Loader validated at [248,86,1287] in the overworld, owner=SketchBox, #chunks=9
[2015-05-26 18:40:58] Loader validated at [231,86,1283] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-26 18:40:58] Loader validated at [235,85,1287] in the overworld, owner=SketchBox, #chunks=9
[2015-05-26 18:40:58] Loader validated at [260,86,1287] in the overworld, owner=SketchBox, #chunks=1
[2015-05-26 18:40:58] Loader validated at [260,86,1273] in the overworld, owner=SketchBox, #chunks=1
[2015-05-26 18:40:58] Loader validated at [260,86,1263] in the overworld, owner=SketchBox, #chunks=1
[2015-05-26 18:40:58] Loader validated at [260,86,1254] in the overworld, owner=SketchBox, #chunks=1
[2015-05-26 18:40:58] Loader validated at [260,86,1243] in the overworld, owner=SketchBox, #chunks=1
[2015-05-26 18:40:58] Loader validated at [247,85,1243] in the overworld, owner=SketchBox, #chunks=1
[2015-05-26 18:40:58] Loader validated at [236,85,1244] in the overworld, owner=SketchBox, #chunks=1
[2015-05-26 18:40:58] Loader validated at [218,86,1270] in the overworld, owner=<server>, #chunks=1
[2015-05-26 18:40:58] Loader validated at [218,86,1276] in the overworld, owner=<server>, #chunks=1
[2015-05-26 18:40:58] Loader validated at [212,86,1264] in the overworld, owner=<data lost; report this bug>, #chunks=49
[2015-05-26 18:40:58] Loader validated at [220,86,1289] in the overworld, owner=<server>, #chunks=1
[2015-05-26 18:40:58] Loader validated at [220,86,1282] in the overworld, owner=<server>, #chunks=1
[2015-05-26 18:40:59] Loader validated at [185,86,1264] in the overworld, owner=<server>, #chunks=9
[2015-05-26 18:40:59] Loader validated at [191,86,1269] in the overworld, owner=<server>, #chunks=9
[2015-05-26 18:40:59] Loader validated at [191,86,1274] in the overworld, owner=<server>, #chunks=9
[2015-05-26 18:40:59] Loader validated at [191,86,1285] in the overworld, owner=<server>, #chunks=9
[2015-05-26 18:40:59] Loader validated at [191,86,1280] in the overworld, owner=<server>, #chunks=9
[2015-05-26 18:40:59] Loader validated at [191,86,1292] in the overworld, owner=<server>, #chunks=9
[2015-05-26 18:40:59] Loader validated at [176,81,1253] in the overworld, owner=<server>, #chunks=49
[2015-05-26 18:40:59] Loader validated at [204,84,1294] in the overworld, owner=<server>, #chunks=25
[2015-05-26 18:40:59] Loader validated at [197,86,1291] in the overworld, owner=<server>, #chunks=49
[2015-05-26 18:40:59] Loader validated at [202,81,1280] in the overworld, owner=<server>, #chunks=49
[2015-05-26 18:40:59] Loader validated at [219,87,1263] in the overworld, owner=<server>, #chunks=9
[2015-05-26 18:40:59] Loader validated at [10,107,634] in the overworld, owner=SketchBox, #chunks=9
[2015-05-26 18:40:59] Loader validated at [191,86,1296] in the overworld, owner=<server>, #chunks=1
[2015-05-26 22:33:01] Log opened
[2015-05-26 22:33:07] Loaded world info for the overworld
[2015-05-26 22:33:07] Loader validated at [-431,165,757] in the overworld, owner=<server>, #chunks=9
[2015-05-26 22:33:08] Loader validated at [-408,165,742] in the overworld, owner=<server>, #chunks=9
[2015-05-26 22:33:08] Loader validated at [-411,165,754] in the overworld, owner=<server>, #chunks=1
[2015-05-26 22:33:08] Loader validated at [-401,165,764] in the overworld, owner=Gr8Gildersleeve, #chunks=1
[2015-05-26 22:33:08] Loader validated at [-399,61,740] in the overworld, owner=<server>, #chunks=9
[2015-05-26 22:33:09] Loader validated at [-434,165,731] in the overworld, owner=<server>, #chunks=9
[2015-05-26 22:33:12] Loader validated at [229,86,1277] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-26 22:33:12] Loader validated at [229,86,1271] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-26 22:33:12] Loader validated at [236,85,1276] in the overworld, owner=SketchBox, #chunks=9
[2015-05-26 22:33:12] Loader validated at [235,85,1265] in the overworld, owner=SketchBox, #chunks=9
[2015-05-26 22:33:12] Loader validated at [236,85,1253] in the overworld, owner=SketchBox, #chunks=1
[2015-05-26 22:33:12] Loader validated at [248,86,1287] in the overworld, owner=SketchBox, #chunks=9
[2015-05-26 22:33:12] Loader validated at [231,86,1283] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-26 22:33:12] Loader validated at [235,85,1287] in the overworld, owner=SketchBox, #chunks=9
[2015-05-26 22:33:12] Loader validated at [260,86,1287] in the overworld, owner=SketchBox, #chunks=1
[2015-05-26 22:33:12] Loader validated at [260,86,1273] in the overworld, owner=SketchBox, #chunks=1
[2015-05-26 22:33:12] Loader validated at [260,86,1263] in the overworld, owner=SketchBox, #chunks=1
[2015-05-26 22:33:12] Loader validated at [260,86,1254] in the overworld, owner=SketchBox, #chunks=1
[2015-05-26 22:33:12] Loader validated at [260,86,1243] in the overworld, owner=SketchBox, #chunks=1
[2015-05-26 22:33:12] Loader validated at [247,85,1243] in the overworld, owner=SketchBox, #chunks=1
[2015-05-26 22:33:12] Loader validated at [236,85,1244] in the overworld, owner=SketchBox, #chunks=1
[2015-05-26 22:33:12] Loader validated at [218,86,1270] in the overworld, owner=<server>, #chunks=1
[2015-05-26 22:33:12] Loader validated at [218,86,1276] in the overworld, owner=<server>, #chunks=1
[2015-05-26 22:33:12] Loader validated at [212,86,1264] in the overworld, owner=<data lost; report this bug>, #chunks=49
[2015-05-26 22:33:12] Loader validated at [220,86,1289] in the overworld, owner=<server>, #chunks=1
[2015-05-26 22:33:12] Loader validated at [220,86,1282] in the overworld, owner=<server>, #chunks=1
[2015-05-26 22:33:12] Loader validated at [185,86,1264] in the overworld, owner=<server>, #chunks=9
[2015-05-26 22:33:12] Loader validated at [191,86,1269] in the overworld, owner=<server>, #chunks=9
[2015-05-26 22:33:12] Loader validated at [191,86,1274] in the overworld, owner=<server>, #chunks=9
[2015-05-26 22:33:12] Loader validated at [191,86,1285] in the overworld, owner=<server>, #chunks=9
[2015-05-26 22:33:12] Loader validated at [191,86,1280] in the overworld, owner=<server>, #chunks=9
[2015-05-26 22:33:12] Loader validated at [191,86,1292] in the overworld, owner=<server>, #chunks=9
[2015-05-26 22:33:12] Loader validated at [176,81,1253] in the overworld, owner=<server>, #chunks=49
[2015-05-26 22:33:12] Loader validated at [204,84,1294] in the overworld, owner=<server>, #chunks=25
[2015-05-26 22:33:12] Loader validated at [197,86,1291] in the overworld, owner=<server>, #chunks=49
[2015-05-26 22:33:12] Loader validated at [202,81,1280] in the overworld, owner=<server>, #chunks=49
[2015-05-26 22:33:12] Loader validated at [219,87,1263] in the overworld, owner=<server>, #chunks=9
[2015-05-26 22:33:12] Loader validated at [10,107,634] in the overworld, owner=SketchBox, #chunks=9
[2015-05-26 22:33:12] Loader validated at [191,86,1296] in the overworld, owner=<server>, #chunks=1
[2015-05-27 22:28:14] Loaded world info for world DIM-1
